id,artwork_name,artist_full_name,artist_first_name,artist_last_name,creation_year,century,source_url,image_url,collection_origins,artwork_type,school,original_id_in_collection,created_at,last_modified,omni_id,created_by_id,general_type,geocoded,color_palette,dominant_color,palette_count
c39ef670-fd35-47a2-a470-f647408bcd6f,the toilette,jean-antoine watteau,jean-antoine,watteau,1725,18,https://www.wga.hu/html/w/watteau/antoine/2/16toilet.html,http://www.wga.hu/art/w/watteau/antoine/2/16toilet.jpg,Web Gallery of Art '17,painting,french,43293,11/15/2017,12/21/2017,43286,1,painting,f,#c6af8f'; '#7b6957'; '#54291e'; '#3d1911'; '#25150f'; '#e9dcc3'; '#ddc8a8'; '#a08266'; '#5e4232'; '#39281c'; '#281e17'; '#220e0a',#3d1911,6387; 4562; 5508; 6552; 6361; 3767; 5990; 4497; 6300; 5291; 4299; 6022
03590d23-79a5-4701-9a87-a726084f2cbb,ecce homo,quentin massys,quentin,massys,1526,16,https://www.wga.hu/html/m/massys/quentin/3/ecce_hom.html,http://www.wga.hu/art/m/massys/quentin/3/ecce_hom.jpg,Web Gallery of Art '17,painting,flemish,24236,11/15/2017,12/21/2017,24230,1,painting,f,#e6ddd1'; '#cebba2'; '#ad8f73'; '#7c452f'; '#432522'; '#0a090c'; '#916448'; '#4f3c39'; '#2b2021'; '#1c1619'; '#0e0e11'; '#050407',#1c1619,3997; 5009; 6467; 4423; 5035; 5412; 5382; 5829; 5777; 6584; 5720; 5901
40ebd081-f445-4adf-8c93-398513658351,darmstadt madonna,hans the younger holbein,hans the younger,holbein,1526,16,https://www.wga.hu/html/h/holbein/hans_y/1531/1darmst.html,http://www.wga.hu/art/h/holbein/hans_y/1531/1darmst.jpg,Web Gallery of Art '17,painting,german,19512,11/15/2017,12/21/2017,19508,1,painting,f,#f2ebb2'; '#dccb92'; '#bb9d71'; '#927f62'; '#875945'; '#403733'; '#321b1c'; '#1c191f'; '#14131a'; '#010102'; '#624c3f'; '#0c0c13',#0c0c13,4399; 4063; 3921; 4434; 3727; 5513; 3460; 6732; 6620; 7384; 5587; 9696
563f9a5a-382c-4832-811d-d039e89735dd,madonna and child with saints,lorenzo lotto,lorenzo,lotto,1506,16,https://www.wga.hu/html/l/lotto/1/07madonn.html,http://www.wga.hu/art/l/lotto/1/07madonn.jpg,Web Gallery of Art '17,painting,italian,22892,11/15/2017,12/21/2017,22886,1,painting,f,#ddc19c'; '#7f6d64'; '#6f4336'; '#4a1d20'; '#3f3940'; '#2e191b'; '#1c1921'; '#0f0f14'; '#050307'; '#ac8e78'; '#1a0c11'; '#0b080d',#6f4336,3777; 7887; 8160; 5336; 5362; 5385; 3905; 4425; 6308; 5180; 4309; 5502
9d32eb27-e4a8-47d9-a817-8d8da2e1bc70,an italianate landscape,herman van swanevelt,herman van,swanevelt,1649,17,https://www.wga.hu/html/s/swanevel/italland.html,http://www.wga.hu/art/s/swanevel/italland.jpg,Web Gallery of Art '17,painting,dutch,37926,11/15/2017,12/21/2017,37919,1,painting,f,#eaddb1'; '#867d5e'; '#615d47'; '#5d4f35'; '#2b291f'; '#131311'; '#cdc095'; '#b1a47a'; '#949277'; '#6c6c58'; '#4b4a38'; '#3e3a2a',#131311,4396; 7202; 6085; 4074; 7590; 7605; 4083; 3626; 5343; 6799; 3644; 5089
93ae0f56-2d32-4587-8950-ba99ccebd369,triptych of the family moreel (closed),hans memling,hans,memling,1484,15,https://www.wga.hu/html/m/memling/3mature3/25more4.html,http://www.wga.hu/art/m/memling/3mature3/25more4.jpg,Web Gallery of Art '17,painting,flemish,25698,11/15/2017,12/21/2017,25692,1,painting,f,#e7d3b8'; '#b79574'; '#2f1f1c'; '#251b19'; '#150d0a'; '#8b6a54'; '#624437'; '#3e2c28'; '#211614'; '#20120f'; '#1a120f'; '#18100d',#624437,2902; 6336; 5659; 5026; 4799; 6439; 8430; 7441; 5755; 2361; 5726; 4662
7cc4035d-a192-43fe-acec-1a761b77a9e4,the artist in his studio,adolphe-alexandre dillens,adolphe-alexandre,dillens,1849,19,https://www.wga.hu/html/d/dillens/adolphe/artist.html,http://www.wga.hu/art/d/dillens/adolphe/artist.jpg,Web Gallery of Art '17,painting,belgian,11250,11/15/2017,12/21/2017,11246,1,painting,f,#2a190e'; '#1d150d'; '#150d06'; '#dfc4ab'; '#b59274'; '#845c39'; '#703e1c'; '#5a381b'; '#48301b'; '#361e10'; '#191009'; '#48200d',#2a190e,6675; 5767; 4585; 4363; 4374; 6129; 5015; 6432; 6348; 6475; 6112; 3261
204ada09-92a9-4b46-8047-97783cde2607,portrait of johan melchior kemper,david pierre giottino humbert de superville,david pierre giottino,humbert de superville,1815,19,https://www.wga.hu/html/h/humbert/portrait.html,http://www.wga.hu/art/h/humbert/portrait.jpg,Web Gallery of Art '17,painting,dutch,19927,11/15/2017,12/21/2017,19923,1,painting,f,#54491a'; '#483d14'; '#403713'; '#36230d'; '#251d0e'; '#161508'; '#080303'; '#796833'; '#5f521e'; '#4f4016'; '#3a2e11'; '#110c06',#5f521e,6977; 5673; 5561; 3455; 6325; 5127; 7159; 2480; 7187; 4730; 5957; 4905
1f166fc4-5ff2-430b-82cb-bb053e3b1538,grandes heures de rohan,french miniaturist,french,miniaturist,1430,15,https://www.wga.hu/html/zgothic/miniatur/1401-450/2french/19religj.html,http://www.wga.hu/art/zgothic/miniatur/1401-450/2french/19religj.jpg,Web Gallery of Art '17,illumination,french,27338,11/15/2017,12/21/2017,27332,1,painting,f,#f1ddb4'; '#c38350'; '#966f57'; '#372f3b'; '#e7c48f'; '#dcae75'; '#d09a62'; '#834e38'; '#5e4846'; '#5c2e26'; '#2e2027'; '#201015',#201015,4078; 4482; 5806; 4693; 5107; 6450; 5822; 5301; 5373; 5884; 5938; 6602
4593174a-440a-47c8-80ae-8ec8cb7db5ee,crucifixion,lonard limosin,lonard,limosin,1553,16,https://www.wga.hu/html/l/limosin/leonard/5altar1.html,http://www.wga.hu/art/l/limosin/leonard/5altar1.jpg,Web Gallery of Art '17,painting,french,22052,11/15/2017,12/21/2017,22047,1,painting,f,#b79d7b'; '#b08f64'; '#4b3f4f'; '#2b294e'; '#221521'; '#0c070f'; '#d5cccd'; '#9d8872'; '#997c58'; '#8e6c48'; '#665c67'; '#422e33',#221521,4271; 5691; 5061; 6845; 8550; 8180; 3799; 2399; 5420; 5143; 4915; 5262
509562ab-4129-46fc-bffd-34dfd7d36d15,st jerome (detail),caravaggio caravaggio,caravaggio,caravaggio,1606,17,https://www.wga.hu/html/c/caravagg/07/44jeromf.html,http://www.wga.hu/art/c/caravagg/07/44jeromf.jpg,Web Gallery of Art '17,painting,italia,7300,11/15/2017,6/19/2018,7296,1,painting,t,#c2835c'; '#995d3e'; '#4e3121'; '#140f0c'; '#0d0908'; '#070707'; '#040507'; '#7b402b'; '#361a12'; '#0b0c0b'; '#080808'; '#030808',#0b0c0b,3780; 4820; 3899; 5228; 3399; 8528; 5442; 4708; 3327; 9451; 6878; 6076
69b63007-6398-4e0b-9d47-534fe62ae9b0,|sakyamuni and attendant bodhisattvas in a landscape,unidentified artist,Unidentified,Artist,1295,13,http://www.metmuseum.org/art/collection/search/40439,https://images.metmuseum.org/CRDImages/as/original/DP235490.jpg,The Met 17,painting,chinese,40439,12/5/2017,12/21/2017,5021500,1,painting,f,#ddb77d'; '#bc955c'; '#997750'; '#936f48'; '#8a6540'; '#7c613f'; '#7a5938'; '#d0a86e'; '#8a6c47'; '#846440'; '#6c563a'; '#503e2a',#6c563a,3683; 5062; 5663; 4603; 3965; 5672; 4602; 6788; 7273; 6349; 7371; 4505
fa7fd47d-9a11-4027-bcd2-6a8e71b020b4,still-life,bartolomeo bimbi,bartolomeo,bimbi,1675,17,https://www.wga.hu/html/b/bimbi/stillife.html,http://www.wga.hu/art/b/bimbi/stillife.jpg,Web Gallery of Art '17,painting,italian,4375,11/15/2017,12/21/2017,4374,1,painting,f,#774b22'; '#4d452f'; '#3b2b1a'; '#c2b091'; '#826a41'; '#653818'; '#413826'; '#363429'; '#2d2c22'; '#29281f'; '#22221b'; '#1a1a15',#22221b,4007; 5347; 3877; 3668; 4091; 3404; 5078; 6810; 7753; 6439; 8214; 6848
6b34a404-e80d-4b05-a950-81c0bc80b773,invention of the art of drawing,joseph-benoit suve,joseph-benoit,suve,1791,18,https://www.wga.hu/html/s/suvee/inventio.html,http://www.wga.hu/art/s/suvee/inventio.jpg,Web Gallery of Art '17,painting,flemish,37905,11/15/2017,12/21/2017,37898,1,painting,f,#ebd3ae'; '#986347'; '#7c4734'; '#54332a'; '#2d2122'; '#1e191c'; '#161114'; '#5e4035'; '#3a2c2b'; '#392220'; '#272024'; '#261a1d',#1e191c,4047; 3651; 4979; 6719; 5350; 7961; 6826; 5204; 7608; 3175; 4945; 5071
1dac46c6-8ade-4469-ad04-6169efe4db18,two young man at a column (detail),lorenzo the elder costa,lorenzo the elder,costa,1475,15,https://www.wga.hu/html/c/costa/lorenzo/column.html,http://www.wga.hu/art/c/costa/lorenzo/column.jpg,Web Gallery of Art '17,painting,italian,9500,11/15/2017,12/21/2017,9496,1,painting,f,#ddb16c'; '#c5bd87'; '#c1995e'; '#b9a771'; '#987f55'; '#e9ecc7'; '#5d4b45'; '#e9be78'; '#d7a662'; '#d4d29e'; '#b98a54'; '#934c33',#5d4b45,5727; 3133; 6068; 4598; 5933; 4109; 8469; 5592; 5473; 3416; 5154; 7864
ddfab253-c48f-4f7a-b566-14fa0d460158,parting from st john (detail),duccio di buoninsegna,duccio di,buoninsegna,1308,14,https://www.wga.hu/html/d/duccio/maesta/crown_f/cro_f_2a.html,http://www.wga.hu/art/d/duccio/maesta/crown_f/cro_f_2a.jpg,Web Gallery of Art '17,painting,italian,11879,11/15/2017,12/21/2017,11875,1,painting,f,#f8edbc'; '#e9cb77'; '#cd8f46'; '#9d5928'; '#734f33'; '#6d371f'; '#28332f'; '#d5aa53'; '#c5803b'; '#ad7837'; '#112628'; '#0b1c18',#6d371f,4149; 4764; 6046; 5037; 4684; 7967; 3430; 5917; 5914; 5440; 5820; 6368
19b9400d-e349-41ca-b4a5-eea9ffffbe1a,"the transfiguration, st jerome and st augustine",sandro botticelli,sandro,botticelli,1500,16,https://www.wga.hu/html/b/botticel/91late/10transf.html,http://www.wga.hu/art/b/botticel/91late/10transf.jpg,Web Gallery of Art '17,painting,italia,5344,11/15/2017,6/19/2018,5343,1,painting,t,#ae9b5a'; '#755f35'; '#5b1d15'; '#5a5540'; '#583d25'; '#3b3123'; '#352117'; '#2b1f18'; '#0d0707'; '#867647'; '#221c18'; '#1d1613',#3b3123,3403; 4404; 3645; 4405; 5940; 9004; 5981; 6887; 5302; 4941; 4342; 7282
6756fdf4-e43e-4ca9-9d46-82411bbe7d36,angel holding an instrument of the passion,melozzo da forli,melozzo da,forli,1477,15,https://www.wga.hu/html/m/melozzo/loreto/1angel3.html,http://www.wga.hu/art/m/melozzo/loreto/1angel3.jpg,Web Gallery of Art '17,painting,italian,25545,11/15/2017,12/21/2017,25539,1,painting,f,#f4f1e3'; '#e8ddc4'; '#dec9a3'; '#c9bfa8'; '#937b5e'; '#89674b'; '#6c4131'; '#35312c'; '#c2ae8c'; '#ba9a70'; '#98947f'; '#646255',#35312c,4402; 4763; 3167; 4263; 5743; 4856; 7534; 8300; 5358; 4344; 5458; 7348
eef9f2ec-8740-43e3-bad3-77d889e4c0a0,river scene with loaded barges,adam pynacker,adam,pynacker,1655,17,https://www.wga.hu/html/p/pynacker/barges.html,http://www.wga.hu/art/p/pynacker/barges.jpg,Web Gallery of Art '17,painting,dutch,32220,11/15/2017,12/21/2017,32213,1,painting,f,#ebdbb6'; '#decba4'; '#90837b'; '#5b4738'; '#231714'; '#1c0f0c'; '#140b0b'; '#ccba9e'; '#b3a493'; '#3e2a1e'; '#2c201b'; '#090406',#b3a493,4205; 5232; 6883; 3762; 4331; 3798; 5253; 7724; 8533; 4937; 4351; 6527
53385222-37d1-4b48-9ddd-66980c1ac091,the visitation,jernimo hernndez estrada,jernimo,hernndez estrada,1659,17,https://www.wga.hu/html/h/herp/visitati.html,http://www.wga.hu/art/h/herp/visitati.jpg,Web Gallery of Art '17,painting,flemish,19256,11/15/2017,12/21/2017,19252,1,painting,f,#cbbd9f'; '#978b76'; '#777162'; '#755332'; '#5b513e'; '#403727'; '#312518'; '#afa48e'; '#a09887'; '#97784f'; '#4c463a'; '#17120e',#17120e,3290; 5636; 6197; 4221; 4801; 5707; 6799; 6009; 7090; 4141; 3459; 8186
dd349c5c-e8ec-4c64-9069-f57efb39b4ef,still-life,harmen steenwijck,harmen,steenwijck,1640,17,https://www.wga.hu/html/s/steenwij/harmen/stillif2.html,http://www.wga.hu/art/s/steenwij/harmen/stillif2.jpg,Web Gallery of Art '17,painting,dutch,37499,11/15/2017,12/21/2017,37492,1,painting,f,#836544'; '#695b47'; '#43352a'; '#251917'; '#171112'; '#110b0c'; '#d4c0a1'; '#9c8262'; '#5d4630'; '#37261f'; '#311e17'; '#1b1617',#5d4630,4201; 5108; 6923; 7013; 6358; 5900; 3532; 4514; 7198; 6207; 4036; 4546
70f55a9b-2a24-4f50-880b-b9b3fd44ee34,|admiring lotus,shu hao,Shu,Hao,1867,19,http://www.metmuseum.org/art/collection/search/36172,https://images.metmuseum.org/CRDImages/as/original/DP161441.jpg,The Met 17,painting,chinese,36172,12/5/2017,12/21/2017,5018200,1,painting,f,#fdefe3'; '#f9e9dc'; '#f4e5d7'; '#f1e1d3'; '#e8d7c9'; '#e3c7ad'; '#dcbfa4'; '#cfb7a0'; '#f3d8c0'; '#c6ac92'; '#b4a48e'; '#7c7267',#f1e1d3,4591; 4767; 6077; 9024; 3070; 6224; 5004; 6332; 3749; 5088; 6507; 5103
5db15698-1658-4ce7-a85c-0c6e8f6bf4f4,triptych,sano di pietro,sano di,pietro,1470,15,https://www.wga.hu/html/s/sano/triptych.html,http://www.wga.hu/art/s/sano/triptych.jpg,Web Gallery of Art '17,painting,italian,35765,11/15/2017,12/21/2017,35758,1,painting,f,#e4c187'; '#020107'; '#cfa768'; '#644b29'; '#020306'; '#b89058'; '#9c7041'; '#201e1b'; '#06080d'; '#020209'; '#010205'; '#000002',#020209,3495; 2036; 5824; 7045; 3256; 7893; 8074; 6336; 1834; 9354; 5264; 5125
04cd14c5-51bf-4762-b670-db343bbb0728,harbour view with triumphal arch,alessandro salucci,alessandro,salucci,1650,17,https://www.wga.hu/html/s/salucci/harbour.html,http://www.wga.hu/art/s/salucci/harbour.jpg,Web Gallery of Art '17,painting,italian,35596,11/15/2017,12/21/2017,35589,1,painting,f,#e1e3e6'; '#c4cfe0'; '#a8b9d1'; '#66554d'; '#59453f'; '#3d2f2b'; '#322b28'; '#261d19'; '#909eb3'; '#8c7c6d'; '#737884'; '#463c38',#66554d,3942; 5692; 6459; 6557; 4980; 5577; 5608; 5941; 6298; 5181; 3023; 6278
22f6a60e-1f53-4adc-bc33-16834b4b4502,landscape with the ruined castle of egmond (detail),anthonie jansz. van der croos,anthonie jansz. van der,croos,1659,17,https://www.wga.hu/html/c/croos/egmond1.html,http://www.wga.hu/art/c/croos/egmond1.jpg,Web Gallery of Art '17,painting,dutch,10257,11/15/2017,12/21/2017,10253,1,painting,f,#927334'; '#785f2d'; '#664d1d'; '#605f5b'; '#5e4313'; '#b59a5c'; '#978257'; '#71706d'; '#4d3e21'; '#493412'; '#3b3221'; '#352815',#71706d,5686; 5157; 5918; 7806; 4990; 3351; 1505; 8026; 5637; 6298; 5874; 5288
1b9023fe-b82a-4139-83aa-56cdca0976c8,still-life with wild strawberries,adriaen coorte,adriaen,coorte,1705,18,https://www.wga.hu/html/c/coorte/strawbex.html,http://www.wga.hu/art/c/coorte/strawbex.jpg,Web Gallery of Art '17,painting,dutch,9163,11/15/2017,12/21/2017,9159,1,painting,f,#292914'; '#252109'; '#211f0c'; '#7d7656'; '#62401e'; '#5f2e0c'; '#595034'; '#393a24'; '#382006'; '#30301b'; '#191a0a'; '#131205',#131205,6997; 7525; 6533; 3228; 2318; 4544; 5042; 6243; 2041; 5708; 7079; 8278
336a9674-a4c3-46b2-84eb-4599f1fe048d,the journey of the magi,sassetta sassetta,sassetta,sassetta,1435,15,https://www.wga.hu/html/s/sassetta/various/2journey.html,http://www.wga.hu/art/s/sassetta/various/2journey.jpg,Web Gallery of Art '17,painting,italian,35922,11/15/2017,12/21/2017,35915,1,painting,f,#eaddc9'; '#cabba5'; '#8f877e'; '#723d2c'; '#5d595f'; '#54392d'; '#dbccb4'; '#bca68c'; '#b88e72'; '#8e6a4d'; '#765e47'; '#302c35',#cabba5,3823; 7067; 4896; 4344; 6494; 5141; 5342; 5289; 4909; 5994; 5524; 6713
17055f1e-22f9-48ea-89b4-1b266e316aac,"st barbara crushing her infidel father, with a kneeling donor",domenico ghirlandaio,domenico,ghirlandaio,1473,15,https://www.wga.hu/html/g/ghirland/domenico/1early/4barbara.html,http://www.wga.hu/art/g/ghirland/domenico/1early/4barbara.jpg,Web Gallery of Art '17,painting,italian,15111,11/15/2017,12/21/2017,15107,1,painting,f,#bfbfa6'; '#aa4d3a'; '#624b39'; '#59736c'; '#4d231d'; '#141513'; '#080706'; '#a4785a'; '#9b9c85'; '#38463f'; '#21201c'; '#0f0e0d',#21201c,4013; 5200; 3096; 5966; 5233; 5020; 7193; 3474; 4066; 7015; 9747; 5513
1e1573e0-a332-4bd9-b71b-768d78cf7117,still-life with fruit and flowers,toms hiepes,toms,hiepes,1642,17,https://www.wga.hu/html/h/hiepes/fruitflo.html,http://www.wga.hu/art/h/hiepes/fruitflo.jpg,Web Gallery of Art '17,painting,spanish,19338,11/15/2017,12/21/2017,19334,1,painting,f,#98754c'; '#3d170d'; '#362b1f'; '#160f0c'; '#0d0b09'; '#0a0706'; '#070302'; '#dfd8cf'; '#b6a48a'; '#72665b'; '#693e25'; '#1f1610',#1f1610,3343; 3675; 6054; 6362; 5891; 5260; 5878; 4222; 3989; 6081; 7079; 7702
615cf58f-2d42-4ff5-828d-83cf45c1c7ed,famous men of antiquity (detail),pietro perugino,pietro,perugino,1497,15,https://www.wga.hu/html/p/perugino/cambio/2famous2.html,http://www.wga.hu/art/p/perugino/cambio/2famous2.jpg,Web Gallery of Art '17,painting,italian,30346,11/15/2017,12/21/2017,30339,1,painting,f,#cd9b5a'; '#9a9982'; '#706b5f'; '#f2f2ef'; '#efe8c6'; '#dfcea3'; '#ccb275'; '#c37a45'; '#937c55'; '#8a5035'; '#747e81'; '#4d443e',#4d443e,5219; 5768; 5305; 5610; 4711; 5326; 4090; 4273; 7347; 5678; 4487; 7722
2ef73dda-af2e-4e86-bde4-8056d07267a8,painting on the pendentive samson,andrea pozzo,andrea,pozzo,1685,17,https://www.wga.hu/html/p/pozzo/1/17ignazi.html,http://www.wga.hu/art/p/pozzo/1/17ignazi.jpg,Web Gallery of Art '17,painting,italian,31934,11/15/2017,12/21/2017,31927,1,painting,f,#bcaf9d'; '#ab9b87'; '#9a876f'; '#907556'; '#634b35'; '#4a4548'; '#d1c8bc'; '#72707e'; '#6d5c4c'; '#3b2e24'; '#2f2016'; '#161415',#72707e,5739; 6274; 5131; 4600; 4572; 4365; 3697; 7711; 5593; 6570; 4518; 6766
b1f9e6e7-00e7-41d2-83c0-4d26786b6c5a,portrait of a young woman,jan de bray,jan de,bray,1675,17,https://www.wga.hu/html/b/bray/jan/port_yw.html,http://www.wga.hu/art/b/bray/jan/port_yw.jpg,Web Gallery of Art '17,painting,nederland,5759,11/15/2017,6/19/2018,5758,1,painting,t,#f0ddc3'; '#e0c7ac'; '#ca9370'; '#a58976'; '#4c3936'; '#422d2a'; '#d3b296'; '#7e5a4b'; '#5c4039'; '#2f2425'; '#261c1e'; '#191214',#d3b296,3925; 5462; 4111; 4616; 5289; 6101; 7564; 5210; 6517; 5096; 5528; 6117
602d7d6e-309c-48ff-9e55-d151dd2bfb04,decoration of the ballroom,louis dorigny,louis,dorigny,1695,17,https://www.wga.hu/html/d/dorigny/louis/1/zenobi01.html,http://www.wga.hu/art/d/dorigny/louis/1/zenobi01.jpg,Web Gallery of Art '17,painting,french,11646,11/15/2017,12/21/2017,11642,1,painting,f,#d9cdc1'; '#b7a597'; '#9d8b7c'; '#91735e'; '#7d6d5f'; '#6b5544'; '#292720'; '#101512'; '#696661'; '#543e30'; '#53524d'; '#363831',#9d8b7c,3432; 5664; 7051; 4314; 5291; 5378; 5634; 7037; 5938; 5480; 5630; 4687
321dc7f2-4856-4074-a4a6-0eae0fed2282,the empress of china culling mulberry leaves,bernhard rode,bernhard,rode,1773,18,https://www.wga.hu/html/r/rode/empress.html,http://www.wga.hu/art/r/rode/empress.jpg,Web Gallery of Art '17,painting,german,34311,11/15/2017,12/21/2017,34304,1,painting,f,#bea38c'; '#ad917b'; '#543530'; '#3d2d2d'; '#371d1f'; '#191117'; '#0d070d'; '#cbb29e'; '#977865'; '#896252'; '#664e46'; '#211a1f',#0d070d,5856; 6086; 5478; 5068; 5760; 5560; 6985; 3925; 5520; 4527; 5842; 4929
